Year,Stage,Stadium,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Referee,Home Team Initials,Away Team Initials
2006,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Italy,3,0,Ukraine,DE BLEECKERE Frank (BEL),ITA,UKR
2006,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",England,0,0,Portugal,ELIZONDO Horacio (ARG),ENG,POR
2006,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Brazil,0,1,France,MEDINA CANTALEJO Luis (ESP),BRA,FRA
2006,Semi-finals,"FIFA World Cup Stadium, Dortmund",Germany,0,2,Italy,ARCHUNDIA Benito (MEX),GER,ITA
2006,Semi-finals,"FIFA World Cup Stadium, Munich",Portugal,0,1,France,LARRIONDA Jorge (URU),POR,FRA
2006,Third place,Gottlieb-Daimler-Stadion,Germany,3,1,Portugal,KAMIKAWA Toru (JPN),GER,POR
2006,Final,Olympiastadion,Italy,1,1,France,ELIZONDO Horacio (ARG),ITA,FRA
2010,Group A,Soccer City Stadium,South Africa,1,1,Mexico,Ravshan IRMATOV (UZB),RSA,MEX
2010,Group A,Cape Town Stadium,Uruguay,0,0,France,NISHIMURA Yuichi (JPN),URU,FRA
2010,Group B,Port Elizabeth Stadium,Korea Republic,2,0,Greece,HESTER Michael (NZL),KOR,GRE
2010,Group B,Ellis Park Stadium,Argentina,1,0,Nigeria,Wolfgang STARK (GER),ARG,NGA
2010,Group C,Royal Bafokeng Sports Palace,England,1,1,USA,SIMON Carlos (BRA),ENG,USA
2010,Group C,Peter Mokaba Stadium,Algeria,0,1,Slovenia,BATRES Carlos (GUA),ALG,SVN
2010,Group D,Loftus Versfeld Stadium,Serbia,0,1,Ghana,BALDASSI Hector (ARG),SRB,GHA
2010,Group D,Durban Stadium,Germany,4,0,Australia,RODRIGUEZ Marco (MEX),GER,AUS
2010,Group E,Soccer City Stadium,Netherlands,2,0,Denmark,St�phane LANNOY (FRA),NED,DEN
2010,Group E,Free State Stadium,Japan,1,0,Cameroon,Oleg�rio BENQUEREN�A (POR),JPN,CMR
2010,Group F,Cape Town Stadium,Italy,1,1,Paraguay,ARCHUNDIA Benito (MEX),ITA,PAR
2010,Group F,Royal Bafokeng Sports Palace,New Zealand,1,1,Slovakia,DAMON Jerome (RSA),NZL,SVK
2010,Group G,Port Elizabeth Stadium,C�te d'Ivoire,0,0,Portugal,LARRIONDA Jorge (URU),CIV,POR
2010,Group G,Ellis Park Stadium,Brazil,2,1,Korea DPR,KASSAI Viktor (HUN),BRA,PRK
2010,Group H,Mbombela Stadium,Honduras,0,1,Chile,MAILLET Eddy (SEY),HON,CHI
2010,Group H,Durban Stadium,Spain,0,1,Switzerland,WEBB Howard (ENG),ESP,SUI
2010,Group A,Loftus Versfeld Stadium,South Africa,0,3,Uruguay,BUSACCA Massimo (SUI),RSA,URU
2010,Group B,Soccer City Stadium,Argentina,4,1,Korea Republic,DE BLEECKERE Frank (BEL),ARG,KOR
2010,Group B,Free State Stadium,Greece,2,1,Nigeria,RUIZ Oscar (COL),GRE,NGA
2010,Group A,Peter Mokaba Stadium,France,0,2,Mexico,AL GHAMDI Khalil (KSA),FRA,MEX
2010,Group D,Port Elizabeth Stadium,Germany,0,1,Serbia,Alberto UNDIANO MALLENCO (ESP),GER,SRB
2010,Group C,Ellis Park Stadium,Slovenia,2,2,USA,Koman COULIBALY (MLI),SVN,USA
2010,Group C,Cape Town Stadium,England,0,0,Algeria,Ravshan IRMATOV (UZB),ENG,ALG
2010,Group E,Durban Stadium,Netherlands,1,0,Japan,BALDASSI Hector (ARG),NED,JPN
2010,Group D,Royal Bafokeng Sports Palace,Ghana,1,1,Australia,ROSETTI Roberto (ITA),GHA,AUS
2010,Group E,Loftus Versfeld Stadium,Cameroon,1,2,Denmark,LARRIONDA Jorge (URU),CMR,DEN
2010,Group F,Free State Stadium,Slovakia,0,2,Paraguay,MAILLET Eddy (SEY),SVK,PAR
2010,Group F,Mbombela Stadium,Italy,1,1,New Zealand,BATRES Carlos (GUA),ITA,NZL
2010,Group G,Soccer City Stadium,Brazil,3,1,C�te d'Ivoire,St�phane LANNOY (FRA),BRA,CIV
2010,Group G,Cape Town Stadium,Portugal,7,0,Korea DPR,POZO Pablo (CHI),POR,PRK
2010,Group H,Port Elizabeth Stadium,Chile,1,0,Switzerland,AL GHAMDI Khalil (KSA),CHI,SUI
2010,Group H,Ellis Park Stadium,Spain,2,0,Honduras,NISHIMURA Yuichi (JPN),ESP,HON
2010,Group A,Royal Bafokeng Sports Palace,Mexico,0,1,Uruguay,KASSAI Viktor (HUN),MEX,URU
2010,Group A,Free State Stadium,France,1,2,South Africa,RUIZ Oscar (COL),FRA,RSA
2010,Group B,Durban Stadium,Nigeria,2,2,Korea Republic,Oleg�rio BENQUEREN�A (POR),NGA,KOR
2010,Group B,Peter Mokaba Stadium,Greece,0,2,Argentina,Ravshan IRMATOV (UZB),GRE,ARG
2010,Group C,Port Elizabeth Stadium,Slovenia,0,1,England,Wolfgang STARK (GER),SVN,ENG
2010,Group C,Loftus Versfeld Stadium,USA,1,0,Algeria,DE BLEECKERE Frank (BEL),USA,ALG
2010,Group D,Soccer City Stadium,Ghana,0,1,Germany,SIMON Carlos (BRA),GHA,GER
2010,Group D,Mbombela Stadium,Australia,2,1,Serbia,LARRIONDA Jorge (URU),AUS,SRB
2010,Group F,Ellis Park Stadium,Slovakia,3,2,Italy,WEBB Howard (ENG),SVK,ITA
2010,Group F,Peter Mokaba Stadium,Paraguay,0,0,New Zealand,NISHIMURA Yuichi (JPN),PAR,NZL
2010,Group E,Royal Bafokeng Sports Palace,Denmark,1,3,Japan,DAMON Jerome (RSA),DEN,JPN
2010,Group E,Cape Town Stadium,Cameroon,1,2,Netherlands,POZO Pablo (CHI),CMR,NED
2010,Group G,Durban Stadium,Portugal,0,0,Brazil,ARCHUNDIA Benito (MEX),POR,BRA
2010,Group G,Mbombela Stadium,Korea DPR,0,3,C�te d'Ivoire,Alberto UNDIANO MALLENCO (ESP),PRK,CIV
2010,Group H,Loftus Versfeld Stadium,Chile,1,2,Spain,RODRIGUEZ Marco (MEX),CHI,ESP
2010,Group H,Free State Stadium,Switzerland,0,0,Honduras,BALDASSI Hector (ARG),SUI,HON
2010,Round of 16,Port Elizabeth Stadium,Uruguay,2,1,Korea Republic,Wolfgang STARK (GER),URU,KOR
2010,Round of 16,Royal Bafokeng Sports Palace,USA,1,2,Ghana,KASSAI Viktor (HUN),USA,GHA
2010,Round of 16,Free State Stadium,Germany,4,1,England,LARRIONDA Jorge (URU),GER,ENG
2010,Round of 16,Soccer City Stadium,Argentina,3,1,Mexico,ROSETTI Roberto (ITA),ARG,MEX
2010,Round of 16,Durban Stadium,Netherlands,2,1,Slovakia,Alberto UNDIANO MALLENCO (ESP),NED,SVK
2010,Round of 16,Ellis Park Stadium,Brazil,3,0,Chile,WEBB Howard (ENG),BRA,CHI
2010,Round of 16,Loftus Versfeld Stadium,Paraguay,0,0,Japan,DE BLEECKERE Frank (BEL),PAR,JPN
2010,Round of 16,Cape Town Stadium,Spain,1,0,Portugal,BALDASSI Hector (ARG),ESP,POR
2010,Quarter-finals,Port Elizabeth Stadium,Netherlands,2,1,Brazil,NISHIMURA Yuichi (JPN),NED,BRA
2010,Quarter-finals,Soccer City Stadium,Uruguay,1,1,Ghana,Oleg�rio BENQUEREN�A (POR),URU,GHA
2010,Quarter-finals,Cape Town Stadium,Argentina,0,4,Germany,Ravshan IRMATOV (UZB),ARG,GER
2010,Quarter-finals,Ellis Park Stadium,Paraguay,0,1,Spain,BATRES Carlos (GUA),PAR,ESP
2010,Semi-finals,Cape Town Stadium,Uruguay,2,3,Netherlands,Ravshan IRMATOV (UZB),URU,NED
2010,Semi-finals,Durban Stadium,Germany,0,1,Spain,KASSAI Viktor (HUN),GER,ESP
2010,Match for third place,Port Elizabeth Stadium,Uruguay,2,3,Germany,ARCHUNDIA Benito (MEX),URU,GER
2010,Final,Soccer City Stadium,Netherlands,0,1,Spain,WEBB Howard (ENG),NED,ESP
2014,Group A,Arena de Sao Paulo,Brazil,3,1,Croatia,NISHIMURA Yuichi (JPN),BRA,CRO
2014,Group A,Estadio das Dunas,Mexico,1,0,Cameroon,ROLDAN Wilmar (COL),MEX,CMR
2014,Group B,Arena Fonte Nova,Spain,1,5,Netherlands,Nicola RIZZOLI (ITA),ESP,NED
2014,Group B,Arena Pantanal,Chile,3,1,Australia,Noumandiez DOUE (CIV),CHI,AUS
2014,Group C,Estadio Mineirao,Colombia,3,0,Greece,GEIGER Mark (USA),COL,GRE
2014,Group D,Estadio Castelao,Uruguay,1,3,Costa Rica,BRYCH Felix (GER),URU,CRC
2014,Group D,Arena Amazonia,England,1,2,Italy,Bj�rn KUIPERS (NED),ENG,ITA
2014,Group C,Arena Pernambuco,C�te d'Ivoire,2,1,Japan,OSSES Enrique (CHI),CIV,JPN
2014,Group E,Estadio Nacional,Switzerland,2,1,Ecuador,Ravshan IRMATOV (UZB),SUI,ECU
2014,Group E,Estadio Beira-Rio,France,3,0,Honduras,RICCI Sandro (BRA),FRA,HON
2014,Group F,Estadio do Maracana,Argentina,2,1,"rn"">Bosnia and Herzegovina",AGUILAR Joel (SLV),ARG,BIH
2014,Group G,Arena Fonte Nova,Germany,4,0,Portugal,MAZIC Milorad (SRB),GER,POR
2014,Group F,Arena da Baixada,IR Iran,0,0,Nigeria,VERA Carlos (ECU),IRN,NGA
2014,Group G,Estadio das Dunas,Ghana,1,2,USA,ERIKSSON Jonas (SWE),GHA,USA
2014,Group H,Estadio Mineirao,Belgium,2,1,Algeria,RODRIGUEZ Marco (MEX),BEL,ALG
2014,Group A,Estadio Castelao,Brazil,0,0,Mexico,C�neyt �AKIR (TUR),BRA,MEX
2014,Group H,Arena Pantanal,Russia,1,1,Korea Republic,PITANA Nestor (ARG),RUS,KOR
2014,Group B,Estadio Beira-Rio,Australia,2,3,Netherlands,HAIMOUDI Djamel (ALG),AUS,NED
2014,Group B,Estadio do Maracana,Spain,0,2,Chile,GEIGER Mark (USA),ESP,CHI
2014,Group A,Arena Amazonia,Cameroon,0,4,Croatia,PROENCA Pedro (POR),CMR,CRO
2014,Group C,Estadio Nacional,Colombia,2,1,C�te d'Ivoire,WEBB Howard (ENG),COL,CIV
2014,Group D,Arena de Sao Paulo,Uruguay,2,1,England,Carlos VELASCO CARBALLO (ESP),URU,ENG
2014,Group C,Estadio das Dunas,Japan,0,0,Greece,AGUILAR Joel (SLV),JPN,GRE
2014,Group D,Arena Pernambuco,Italy,0,1,Costa Rica,OSSES Enrique (CHI),ITA,CRC
2014,Group E,Arena Fonte Nova,Switzerland,2,5,France,Bj�rn KUIPERS (NED),SUI,FRA
2014,Group E,Arena da Baixada,Honduras,1,2,Ecuador,Ben WILLIAMS (AUS),HON,ECU
2014,Group F,Estadio Mineirao,Argentina,1,0,IR Iran,MAZIC Milorad (SRB),ARG,IRN
2014,Group G,Estadio Castelao,Germany,2,2,Ghana,RICCI Sandro (BRA),GER,GHA
2014,Group F,Arena Pantanal,Nigeria,1,0,"rn"">Bosnia and Herzegovina",Peter O'LEARY (NZL),NGA,BIH
2014,Group H,Estadio do Maracana,Belgium,1,0,Russia,BRYCH Felix (GER),BEL,RUS
2014,Group H,Estadio Beira-Rio,Korea Republic,2,4,Algeria,ROLDAN Wilmar (COL),KOR,ALG
2014,Group G,Arena Amazonia,USA,2,2,Portugal,PITANA Nestor (ARG),USA,POR
2014,Group B,Arena da Baixada,Australia,0,3,Spain,SHUKRALLA Nawaf (BHR),AUS,ESP
2014,Group B,Arena de Sao Paulo,Netherlands,2,0,Chile,Bakary GASSAMA (GAM),NED,CHI
2014,Group A,Estadio Nacional,Cameroon,1,4,Brazil,ERIKSSON Jonas (SWE),CMR,BRA
2014,Group A,Arena Pernambuco,Croatia,1,3,Mexico,Ravshan IRMATOV (UZB),CRO,MEX
2014,Group D,Estadio das Dunas,Italy,0,1,Uruguay,RODRIGUEZ Marco (MEX),ITA,URU
2014,Group D,Estadio Mineirao,Costa Rica,0,0,England,HAIMOUDI Djamel (ALG),CRC,ENG
2014,Group C,Arena Pantanal,Japan,1,4,Colombia,PROENCA Pedro (POR),JPN,COL
2014,Group C,Estadio Castelao,Greece,2,1,C�te d'Ivoire,VERA Carlos (ECU),GRE,CIV
2014,Group F,Estadio Beira-Rio,Nigeria,2,3,Argentina,Nicola RIZZOLI (ITA),NGA,ARG
2014,Group F,Arena Fonte Nova,"rn"">Bosnia and Herzegovina",3,1,IR Iran,Carlos VELASCO CARBALLO (ESP),BIH,IRN
2014,Group E,Arena Amazonia,Honduras,0,3,Switzerland,PITANA Nestor (ARG),HON,SUI
2014,Group E,Estadio do Maracana,Ecuador,0,0,France,Noumandiez DOUE (CIV),ECU,FRA
2014,Group G,Arena Pernambuco,USA,0,1,Germany,Ravshan IRMATOV (UZB),USA,GER
2014,Group G,Estadio Nacional,Portugal,2,1,Ghana,SHUKRALLA Nawaf (BHR),POR,GHA
2014,Group H,Arena de Sao Paulo,Korea Republic,0,1,Belgium,Ben WILLIAMS (AUS),KOR,BEL
2014,Group H,Arena da Baixada,Algeria,1,1,Russia,C�neyt �AKIR (TUR),ALG,RUS
2014,Round of 16,Estadio Mineirao,Brazil,1,1,Chile,WEBB Howard (ENG),BRA,CHI
2014,Round of 16,Estadio do Maracana,Colombia,2,0,Uruguay,Bj�rn KUIPERS (NED),COL,URU
2014,Round of 16,Estadio Nacional,France,2,0,Nigeria,GEIGER Mark (USA),FRA,NGA
2014,Round of 16,Estadio Beira-Rio,Germany,2,1,Algeria,RICCI Sandro (BRA),GER,ALG
2014,Quarter-finals,Estadio Castelao,Brazil,2,1,Colombia,Carlos VELASCO CARBALLO (ESP),BRA,COL
2014,Quarter-finals,Estadio do Maracana,France,0,1,Germany,PITANA Nestor (ARG),FRA,GER
2014,Semi-finals,Estadio Mineirao,Brazil,1,7,Germany,RODRIGUEZ Marco (MEX),BRA,GER
2014,Play-off for third place,Estadio Nacional,Brazil,0,3,Netherlands,HAIMOUDI Djamel (ALG),BRA,NED
2014,Final,Estadio do Maracana,Germany,1,0,Argentina,Nicola RIZZOLI (ITA),GER,ARG
2014,Semi-finals,Arena de Sao Paulo,Netherlands,0,0,Argentina,C�neyt �AKIR (TUR),NED,ARG
2014,Quarter-finals,Arena Fonte Nova,Netherlands,0,0,Costa Rica,Ravshan IRMATOV (UZB),NED,CRC
2014,Quarter-finals,Estadio Nacional,Argentina,1,0,Belgium,Nicola RIZZOLI (ITA),ARG,BEL
2014,Round of 16,Estadio Castelao,Netherlands,2,1,Mexico,PROENCA Pedro (POR),NED,MEX
2014,Round of 16,Arena Pernambuco,Costa Rica,1,1,Greece,Ben WILLIAMS (AUS),CRC,GRE
2014,Round of 16,Arena de Sao Paulo,Argentina,1,0,Switzerland,ERIKSSON Jonas (SWE),ARG,SUI
2014,Round of 16,Arena Fonte Nova,Belgium,2,1,USA,HAIMOUDI Djamel (ALG),BEL,USA
2014,Round of 16,Estadio Mineirao,Brazil,1,1,Chile,WEBB Howard (ENG),BRA,CHI
2014,Round of 16,Estadio do Maracana,Colombia,2,0,Uruguay,Bj�rn KUIPERS (NED),COL,URU
2014,Round of 16,Estadio Castelao,Netherlands,2,1,Mexico,PROENCA Pedro (POR),NED,MEX
2014,Round of 16,Arena Pernambuco,Costa Rica,1,1,Greece,Ben WILLIAMS (AUS),CRC,GRE
2014,Round of 16,Estadio Nacional,France,2,0,Nigeria,GEIGER Mark (USA),FRA,NGA
2014,Round of 16,Estadio Beira-Rio,Germany,2,1,Algeria,RICCI Sandro (BRA),GER,ALG
2014,Round of 16,Arena de Sao Paulo,Argentina,1,0,Switzerland,ERIKSSON Jonas (SWE),ARG,SUI
2014,Round of 16,Arena Fonte Nova,Belgium,2,1,USA,HAIMOUDI Djamel (ALG),BEL,USA
2014,Quarter-finals,Estadio do Maracana,France,0,1,Germany,PITANA Nestor (ARG),FRA,GER
2014,Quarter-finals,Estadio Castelao,Brazil,2,1,Colombia,Carlos VELASCO CARBALLO (ESP),BRA,COL
2014,Quarter-finals,Estadio Nacional,Argentina,1,0,Belgium,Nicola RIZZOLI (ITA),ARG,BEL
2014,Quarter-finals,Arena Fonte Nova,Netherlands,0,0,Costa Rica,Ravshan IRMATOV (UZB),NED,CRC
2014,Semi-finals,Estadio Mineirao,Brazil,1,7,Germany,RODRIGUEZ Marco (MEX),BRA,GER
2014,Semi-finals,Arena de Sao Paulo,Netherlands,0,0,Argentina,C�neyt �AKIR (TUR),NED,ARG
2014,Play-off for third place,Estadio Nacional,Brazil,0,3,Netherlands,HAIMOUDI Djamel (ALG),BRA,NED
2014,Final,Estadio do Maracana,Germany,1,0,Argentina,Nicola RIZZOLI (ITA),GER,ARG
2018,Group A,"Luzhniki Stadium, Moscow",Russia,5,0,Saudi Arabia,Nstor Pitana(Argentina),RUS,KSA
2018,Group A,"Central Stadium, Yekaterinburg",Egypt,0,1,Uruguay,Bjrn Kuipers(Netherlands),EGY,URU
2018,Group A,"Krestovsky Stadium,Saint Petersburg",Russia,3,1,Egypt,Enrique Cceres(Paraguay),RUS,EGY
2018,Group A,"Rostov Arena,Rostov-on-Don",Uruguay,1,0,Saudi Arabia,Clment Turpin(France),URU,KSA
2018,Group A,"Cosmos Arena,Samara",Uruguay,3,0,Russia,Malang Diedhiou(Senegal),URU,RUS
2018,Group A,"Volgograd Arena,Volgograd",Saudi Arabia,2,1,Egypt,Wilmar Roldn(Colombia),KSA,RUS
2018,Group B,"Krestovsky Stadium,Saint Petersburg",Morocco,0,1,Iran,Cneyt ak?r(Turkey),MAR,IRN
2018,Group B,"Fisht Olympic Stadium,Sochi",Portugal,3,3,Spain,Gianluca Rocchi(Italy),POR,ESP
2018,Group B,"Luzhniki Stadium,Moscow",Portugal,1,0,Morocco,Mark Geiger(United States),POR,MAR
2018,Group B,"Kazan Arena,Kazan",Iran,0,1,Spain,Andrs Cunha(Uruguay),IRN,ESP
2018,Group B,"Mordovia Arena,Saransk",Iran,1,1,Portugal,Enrique Cceres(Paraguay),IRN,POR
2018,Group B,"Kaliningrad Stadium,Kaliningrad",Spain,2,2,Morocco,Ravshan Irmatov(Uzbekistan),ESP,MAR
2018,Group C,"Kazan Arena,Kazan",France,2,1,Australia,Andrs Cunha(Uruguay),FRA,AUS
2018,Group C,"Mordovia Arena,Saransk",Peru,0,1,Denmark,Bakary Gassama(Gambia),PER,DEN
2018,Group C,"Cosmos Arena,Samara",Denmark,1,1,Australia,Antonio Mateu Lahoz(Spain),FRA,AUS
2018,Group C,"Central Stadium,Yekaterinburg",France,1,0,Peru,Mohammed Abdulla Hassan Mohamed (United Arab Emirates),DEN,PER
2018,Group C,"Luzhniki Stadium,Moscow",Denmark,0,0,France,Sandro Ricci(Brazil),DEN,FRA
2018,Group C,"Fisht Olympic Stadium,Sochi",Australia,0,2,Peru,Sergei Karasev (Russia),AUS,PER
2018,Group D,"Otkritie Arena,Moscow",Argentina,1,1,Iceland,Szymon Marciniak(Poland),ARG,ISL
2018,Group D,"Kaliningrad Stadium,Kaliningrad",Croatia,2,0,Nigeria,Sandro Ricci(Brazil),CRO,NGA
2018,Group D,"Nizhny Novgorod Stadium,Nizhny Novgorod",Argentina,0,3,Croatia,Ravshan Irmatov(Uzbekistan),ARG,CRO
2018,Group D,"Volgograd Arena,Volgograd",Nigeria,2,0,Iceland,Matthew Conger(New Zealand),NGA,ISL
2018,Group D,"Krestovsky Stadium,Saint Petersburg",Nigeria,1,2,Argentina,Cneyt ak?r(Turkey),NGA,ARG
2018,Group D,"Rostov Arena,Rostov-on-Don",Iceland,1,2,Croatia,Antonio Mateu Lahoz(Spain),ISL,CRO
2018,Group E,"Cosmos Arena,Samara",Costa Rica,0,1,Serbia,Malang Diedhiou(Senegal),CRC,SRB
2018,Group E,"Rostov Arena,Rostov-on-Don",Brazil,1,1,Switzerland,Csar Arturo Ramos(Mexico),BRA,SUI
2018,Group E,"Krestovsky Stadium,Saint Petersburg",Brazil,2,0,Costa Rica,Bjrn Kuipers(Netherlands),BRA,CRC
2018,Group E,"Kaliningrad Stadium,Kaliningrad",Serbia,1,2,Switzerland,Felix Brych(Germany),SRB,SUI
2018,Group E,"Otkritie Arena,Moscow",Serbia,0,2,Brazil,Alireza Faghani(Iran),SRB,BRA
2018,Group E,"Nizhny Novgorod Stadium,Nizhny Novgorod",Switzerland,2,2,Costa Rica,Clment Turpin(France),SUI,CRC
2018,Group F,"Luzhniki Stadium, Moscow",Germany,0,1,Mexico,Alireza Faghani (Iran),GER,MEX
2018,Group F,"Nizhny Novgorod Stadium, Nizhny Novgorod",Sweden,1,0,South Korea,Joel Aguilar (El Salvador),SWE,KOR
2018,Group F,"Rostov Arena, Rostov-on-Don",South Korea,1,2,Mexico,Milorad Mai? (Serbia),KOR,MEX
2018,Group F,"Fisht Olympic Stadium, Sochi",Germany,2,1,Sweden,Szymon Marciniak (Poland),GER,SWE
2018,Group F,"Kazan Arena, Kazan",South Korea,2,0,Germany,Mark Geiger (United States),KOR,GER
2018,Group F,"Central Stadium, Yekaterinburg",Mexico,0,3,Sweden,Nstor Pitana (Argentina),MEX,SWE
2018,Group G,"Fisht Olympic Stadium, Sochi",Belgium,3,0,Panama,Janny Sikazwe (Zambia),BEL,PAN
2018,Group G,"Volgograd Arena, Volgograd",Tunisia,1,2,England,Wilmar Roldn (Colombia),TUN,ENG
2018,Group G,"Otkritie Arena, Moscow",Belgium,5,2,Tunisia,Jair Marrufo (United States),BEL,TUN
2018,Group G,"Nizhny Novgorod Stadium, Nizhny Novgorod",England,6,1,Panama,Gehad Grisha (Egypt),ENG,TUN
2018,Group G,"Kaliningrad Stadium, Kaliningrad",England,0,1,Belgium,Damir Skomina (Slovenia),ENG,BEL
2018,Group G,"Mordovia Arena, Saransk",Panama,1,2,Tunisia,Nawaf Shukralla (Bahrain),PAN,TUN
2018,Group H,"Mordovia Arena, Saransk",Colombia,1,2,Japan,Damir Skomina (Slovenia),COL,JPN
2018,Group H,"Otkritie Arena, Moscow",Poland,1,2,Senegal,Nawaf Shukralla (Bahrain),POL,SEN
2018,Group H,"Central Stadium, Yekaterinburg",Japan,2,2,Senegal,Gianluca Rocchi (Italy),JPN,SEN
2018,Group H,"Kazan Arena, Kazan",Poland,0,3,Colombia,Csar Arturo Ramos (Mexico),POL,COL
2018,Group H,"Volgograd Arena, Volgograd",Japan,0,1,Poland,Janny Sikazwe (Zambia),JPN,POL
2018,Group H,"Cosmos Arena, Samara",Senegal,0,1,Colombia,Milorad Mai? (Serbia),SEN,COL
2018,Round of 16,"Kazan Arena, Kazan",France,4,3,Argentina,Alireza Faghani (Iran),FRA,ARG
2018,Round of 16,"Fisht Olympic Stadium, Sochi",Uruguay,2,1,Portugal,Csar Arturo Ramos (Mexico),URU,POR
2018,Round of 16,"Luzhniki Stadium, Moscow",Spain,1,1,Russia,Bjrn Kuipers (Netherlands),ESP,RUS
2018,Round of 16,"Nizhny Novgorod Stadium, Nizhny Novgorod",Croatia,1,1,Denmark,Nstor Pitana (Argentina),CRO,DEN
2018,Round of 16,"Cosmos Arena, Samara",Brazil,2,0,Mexico,Gianluca Rocchi (Italy),BRA,MEX
2018,Round of 16,"Rostov Arena, Rostov-on-Don",Belgium,3,2,Japan,Malang Diedhiou (Senegal),BEL,JPN
2018,Round of 16,"Krestovsky Stadium, Saint Petersburg",Sweden,1,0,Switzerland,Damir Skomina (Slovenia),SWE,SUI
2018,Round of 16,"Otkritie Arena, Moscow",Colombia,1,1,England,Mark Geiger (United States),COL,ENG
2018,Quarter-finals,"Nizhny Novgorod Stadium, Nizhny Novgorod",Uruguay,0,2,France,Nstor Pitana (Argentina),URU,FRA
2018,Quarter-finals,"Kazan Arena, Kazan",Brazil,1,2,Belgium,Milorad Mai? (Serbia),BRA,BEL
2018,Quarter-finals,"Cosmos Arena, Samara",Sweden,0,2,England,Bjrn Kuipers (Netherlands),SWE,ENG
2018,Quarter-finals,"Fisht Olympic Stadium, Sochi",Russia,2,2,Croatia,Sandro Ricci (Brazil),RUS,CRO
2018,Semi-finals,"Krestovsky Stadium, Saint Petersburg",France,1,0,Belgium,Andrs Cunha (Uruguay),FRA,BEL
2018,Semi-finals,"Luzhniki Stadium, Moscow",Croatia,2,1,England,Cneyt ak?r (Turkey),CRO,ENG
2018,Third place,"Krestovsky Stadium, Saint Petersburg",Belgium,2,0,England,Alireza Faghani (Iran),BEL,ENG
2018,Final,"Luzhniki Stadium, Moscow",France,4,2,Croatia,Nstor Pitana (Argentina),FRA,CRO
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
